-3.629273597,3.558515921,13.42199145,-13.80628,-1.098956807,-0.178675548,-2.178046312,11.08008814,-9.16730913,-14.3087681,-8.073749093,-0.028209806,6.856557289,0.332597453,7.444256409,-11.50542424,-13.50841251,-6.197402636,-0.454532397,-8.637976331,-3.211911253,-1.256872127,11.50777834,9.606408013,-14.16214093,-5.253031402,4.595785701,1.811873452,7.191634378,-0.592031393,-0.361091426,-14.40813707,0.540346719,-11.26527142,-2.21594618,-9.208861825,2.155849546,14.76604727,3.659952302,13.88808551,7.319741881,-9.798123845,0.133570628,-4.051551765,-13.43692557,-3.968682707,-2.147648373,-13.00794616,-7.831087135,-11.33805173,12.732634,-2.376452172,-9.169485945,7.536648414,5.083747191,-10.97937598,-3.997888093,4.03366373,-12.9256259,1.398811596,-4.936500982,8.815456985,-11.74985469,-4.454119565,5.91798459,-4.709954421,4.344951523,-10.03338297,4.226271638,11.19390892,13.50804227,8.435153513,6.41940808,-4.940536429,-1.251268897,6.535240646,11.97569749,-11.20161328,0.847391227,-9.002875227,-2.752437223,-4.131704656,-3.22638653,-11.39187444,11.01810294,3.946626455,-4.662759445,4.646851274,12.76078717,-2.081609576,-4.384157801,12.9332894,-10.94955332,-12.13111391,1.749856375,6.712796207,-2.534944848,7.116100141,-11.58629986,13.87946224,9.652019717,-12.33591298,-0.954558144,-10.45857518,-9.604176836,4.86459808,-1.942574958,10.55522854,1.30924254,7.776390906,12.42314344,-7.179581996,-3.082722894,-9.394418555,9.953554016,-0.976862965,-6.487244199,8.917910147,9.407923248,7.501648975,0.814423203,3.056312569,-13.72596523,-10.06641523,-3.463636881,-9.77349945,13.98623861,-9.547165214
0x6D2207F5,0x1DCA4B67,0x4EB4AC59,0x2E1BA1A0,0x4FD1731F,0x32C3F7BC,0x5348AB07,0x49BDC8EA,0x1DFA3A07,0x4BB3339D,0x5EEF9EE8,0x55F03DA3,0x0C6E8E05,0x147BD57D,0x7B9A7228,0x29C803D9,0x7C8A70E7,0x659962FF,0x453260E8,0x23B9EE88,0x62A94342,0x6E76B677,0x314545FE,0x00139373,0x2AF1B738,0x78CB56E4,0x70B9C472,0x39B7A7D7,0x00987C0F,0x1D87B7F1,0x232DA1A6,0x457CFF39,0x797B8C2D,0x508D2C20,0x5089AA7B,0x7E2B3942,0x6D560BEA,0x4EA38BB8,0x024CD424,0x020F7C62,0x4579C396,0x487D7185,0x5B0E76F5,0x446DDF7D,0x554167BB,0x37129535,0x0455BFB7,0x61C35AEA,0x0353229F,0x2A5232F1,0x47C8F562,0x1877A0A9,0x2EEA59C8,0x4C772F95,0x7DFB549F,0x1E5FD7FC,0x50914493,0x52E81A07,0x78BE5C55,0x46AC23A7,0x3829B64E,0x0D4C3A90,0x603F2C9C,0x10648D52,0x555548C9,0x4F0242E9,0x7FC3D42E,0x2981EC32,0x35E52026,0x27BC83E1,0x017A999F,0x61E5DDDB,0x1A4AF18C,0x4E54FB6A,0x02100EC0,0x36A4715F,0x1739E82A,0x12CF500A,0x65BD047B,0x07644883,0x32C4A744,0x05FA7657,0x5B93AB0B,0x78B0AF5C,0x79D6D620,0x4A366CC0,0x24B73704,0x0AD8C94D,0x69D5C69D,0x2DCCF23E,0x7664B62C,0x50331E22,0x69CFA0C9,0x315CAB6E,0x6F8358ED,0x123C3520,0x71432F1C,0x112A6B6F,0x1CA74632,0x2DFE0A5B,0x25DBD3B9,0x5532CF29,0x4410CBBD,0x7C57AF38,0x58B02982,0x6318B9CE,0x6E80887A,0x7C6E6251,0x6D3FB6A0,0x0CA27910,0x58B7D5FC,0x552F4651,0x673137F5,0x46736BF8,0x07F1B4BB,0x372833A7,0x468A3FFA,0x2BF39761,0x2F3BBC9C,0x1D80AB40,0x05BC98F2,0x5F34097D,0x60A91FAE,0x4CC5E481,0x16F7E951,0x2B4936CD,0x74EE5287,0x127AD564
-5.13219643,-2.147165531,9.132636951,-10.17828122,-4.796590916,-1.87009398,10.14417396,-14.74945314,11.11413255,8.51550013,-3.839431604,11.06836063,11.48224281,-14.90128322,11.97393617,-3.404323338,4.278148994,4.416304185,-3.616284099,5.935850126,1.440146171,-9.673650279,-8.390012053,-2.087889849,-1.457029868,8.029493577,-6.5710182,13.35255484,-5.01527389,-10.73843719,-6.13324066,-14.85713039,-11.07168794,-6.41801541,-5.64504167,14.62530521,1.70568499,-6.131605435,1.159186891,8.943677669,10.34091542,6.981008381,9.013506279,8.457902761,-9.063198464,7.364017986,-13.15032164,-8.157783415,-11.61099864,0.441431266,-12.75930729,-4.242376661,9.885883397,5.788242214,-3.106857527,14.0649005,-9.337361142,0.718783288,3.000719249,-9.556502577,13.40868411,4.225832404,-10.61036234,7.180812121,-1.416540043,-4.2002688,3.240726611,-7.211234534,5.532835463,11.16619078,12.48880712,8.944675243,3.909382537,4.811326452,10.62133479,3.415060453,2.390253073,0.566975016,-5.621321109,-11.20980645,6.227828367,-4.354691138,-3.732083015,-11.98576151,5.953499771,6.543527438,-4.126263847,7.922554896,6.004124531,6.831754076,-14.37037005,-1.224896641,-11.26505009,-3.941718792,7.44581619,11.66487379,12.31068749,2.36645651,-11.51481388,9.536552497,7.635468593,10.85425549,-1.466075774,5.96477279,1.463434801,5.268271181,1.146823884,5.084686503,11.60674806,9.316845291,-7.707421576,5.678327136,-13.90771567,-11.77412121,-10.54150435,-12.44463876,-8.43801938,1.523674037,0.069775279,-10.27250208,-2.33739082,-9.087158372,11.18516275,2.153511959,-2.207845448,-6.28700836,-9.929195362,-10.29440783
0x6B78A180,0x77694D71,0x2487D1FB,0x574970A6,0x6CD04A79,0x78850616,0x2893A256,0x45008F5C,0x2C74DF29,0x220FDF44,0x70A46C0B,0x2C460054,0x2DEDD10E,0x44651603,0x2FE54F85,0x7261F911,0x111CD316,0x11AA4BA4,0x7188ECD3,0x17BE4F7E,0x05C2B5AD,0x594E2EA0,0x5E70A0AF,0x77A60035,0x7A2C005D,0x201E3390,0x65B74702,0x35690423,0x6BF05C0B,0x550BD720,0x67778FC3,0x44924C6A,0x53B69770,0x6653F3C5,0x696B7A33,0x3A805001,0x06D29F16,0x67793C6D,0x04A301E3,0x23C65370,0x295D18EE,0x1BEC8D76,0x240DD497,0x21D4E476,0x5BBF48E7,0x1D74C121,0x4B661216,0x5F5E6E07,0x518E5660,0x01C4068E,0x4CF67827,0x6F07CE6A,0x278B2504,0x172728F7,0x739293F1,0x38427546,0x5AA68ACE,0x02E008B9,0x0C00BC8B,0x59C62431,0x35A27E16,0x10E7409C,0x558EFD2D,0x1CB926D0,0x7A557687,0x6F32ECBD,0x0CF68109,0x6327B223,0x16219F9E,0x2CAA2DEA,0x31F489DA,0x23C758F2,0x0FA3352D,0x133ECC5C,0x2A7C3F2F,0x0DA9059B,0x098F9E80,0x02449519,0x6983C467,0x53292880,0x18E94BD6,0x6E94CBD9,0x711258D5,0x500E9489,0x17D0623E,0x1A2C9274,0x6F7EB4B1,0x1FB0B23B,0x18043938,0x1B53B757,0x4684BDB7,0x7B19B4B2,0x52F096B6,0x703BAE12,0x1DC8840A,0x2EA8D4AC,0x313E24DC,0x09774060,0x51F0D4A2,0x26256E04,0x1E8AB847,0x2B6AC1F3,0x7A22BD09,0x17DBED65,0x05DA8EA7,0x1512B5AE,0x04965900,0x1456B80E,0x2E6D4F5D,0x25447317,0x612B99AE,0x16B69B63,0x485E7FC9,0x50E74CC5,0x55D57FE3,0x4E38B09E,0x5E3F77DA,0x06183E01,0x0047732B,0x56E8F538,0x76A68306,0x5BA6BFF5,0x2CBD9B4D,0x089D323D,0x772B2A91,0x66DA1A7C,0x58488103,0x56D286C2
-12.03783006,5.57722125,6.827240653,0.279262946,7.802264352,3.208089974,-3.003588286,-14.8591485,-0.277431229,9.685179397,10.02538754,14.53123108,-0.792916583,-9.562966569,9.4713487,2.008111043,9.225940433,0.950256667,-5.729642641,0.599133634,4.691031859,-9.775294039,9.266665154,8.879517177,11.38299906,-0.36849045,-14.17883644,4.451103505,-14.77673237,-12.2651532,-8.978125186,-12.56869448,-5.718386953,7.056172303,10.4653969,4.934870385,-0.800753787,7.154384221,-0.673673181,4.347079953,8.054243641,-6.367301048,-14.51937598,9.105550666,0.716096634,-2.290862232,-12.7712872,0.280329784,-12.78556244,-9.141680598,-1.380752813,-10.19184663,-13.47975524,-12.24319453,-7.40363961,-10.61775634,3.877278833,14.4813608,0.650454216,-2.981527415,13.72660805,-8.945375818,10.61775604,-5.246349846,10.77494636,-1.847842003,-4.825808203,10.6536978,11.68711069,2.930390032,8.621437252,-1.679639902,-1.414715187,1.582824411,-5.791339232,2.04882919,-1.801318683,6.338133878,2.945111082,-4.815832423,-12.24402994,0.858667244,11.89002055,-3.651542218,-14.22068828,4.043109105,-4.316874202,-2.260770037,7.196411994,1.765205946,11.0677135,6.698930986,-6.526789332,-10.36786302,-7.090300478,2.067965563,7.49373603,-5.898329067,-4.465160454,-3.525995469,-0.461445235,3.39641269,13.47987974,5.633799348,0.771747946,14.57384237,-9.780695777,-1.657904553,10.12697165,6.914513115,-4.256070864,12.36446323,-5.673603324,6.015354373,12.3291895,5.435213295,-3.661503693,-2.261761476,9.623538067,5.111263195,-6.596112071,3.571163958,-13.66346201,5.302635478,-4.333560691,-13.64158936,7.625931454,-5.534006451
0x4FD94314,0x164F1316,0x1B4F182C,0x011DF71B,0x1F3584C9,0x0CD51589,0x73FC535B,0x44903B61,0x7EE3E912,0x26BD9FAA,0x2819FF31,0x3A1FFB0A,0x7CD40DAD,0x59BF85B2,0x25E2A93B,0x08084E42,0x24E75CED,0x03CD1015,0x6914D890,0x02658349,0x12C39DDB,0x58E61952,0x251110AB,0x2384A026,0x2D8830E7,0x7E86AA71,0x4748DF1A,0x11CDEE13,0x44E4A046,0x4EF07BAE,0x5C16665A,0x4DB9A828,0x69205F2C,0x1C39853B,0x29DC9101,0x13BD4EA9,0x7CCC0733,0x1C9E16E5,0x7D4E289F,0x116368ED,0x20378BA5,0x6687E23C,0x45EC28B5,0x246C1579,0x02DD486F,0x76D62837,0x4CEA33B0,0x011F0EC5,0x4CDB9586,0x5B6EEB49,0x7A7A1BF0,0x573B8C8F,0x4A14BB0B,0x4F06F804,0x6262AC4D,0x55876AE2,0x0F825561,0x39ECE9D8,0x029A10AB,0x7412EA7B,0x36E80BF1,0x5C37EF67,0x2A78950A,0x6B03BCDE,0x2B198B89,0x789BCF4F,0x6CB25F56,0x2A9D62F4,0x2EBF99F1,0x0BB8B82A,0x227C5A0C,0x79480C7B,0x7A5754E7,0x0654CFEC,0x68D5AB2C,0x08320047,0x78CB731E,0x195A3FC4,0x0BC7CB33,0x6CBC966D,0x4F061D05,0x036F4677,0x2F8F618C,0x7164D21E,0x471E03E4,0x102C24CB,0x6EBB8555,0x76F4F8B4,0x1CC92039,0x070F9225,0x2C4556AF,0x1ACBB490,0x65E49157,0x56874EEB,0x63A38846,0x084598C3,0x1DF995F0,0x68681C6D,0x6E23ACFB,0x71E56172,0x7E277AE7,0x0D95ED35,0x35EB6598,0x168902B2,0x03164517,0x3A4B9D55,0x58E0914A,0x795E4E45,0x288204DB,0x1BA87620,0x6EF9C890,0x317535D9,0x694E3AEF,0x180FB90E,0x3151170D,0x15BDA88D,0x715A9EC7,0x76F3F4CD,0x267E80C3,0x1471EEFA,0x659D94CD,0x0E48DF34,0x49589D6B,0x1535E613,0x6EAA6F11,0x496F0334,0x1E80F42C,0x69DD2D6A
3.610924354,14.99436599,13.31733888,-4.675963431,-1.109465373,9.62351939,14.41321844,-11.68634455,14.9103608,-11.93697857,12.38797431,8.036592279,-3.593922959,3.918759304,8.924645153,9.829107073,2.211552788,-0.197146196,-11.85023669,5.765632838,-3.197464433,-11.37638747,-11.41946759,-0.685492416,-11.6481777,-3.790001896,13.35204092,3.389048634,10.64710484,5.75353315,14.56489479,5.736513161,-12.89971415,-11.13305513,-10.02708143,-3.187112502,13.74701736,-10.65151181,-6.746332982,4.926876574,1.814456603,10.74541548,-14.10768114,1.262839105,-10.53665366,-7.133001054,1.328815356,8.33571516,-3.843358355,8.254120299,14.40109195,5.663632605,8.360544235,6.435612804,-8.049814767,9.814343606,1.334409177,-7.52760443,-4.140748191,3.956491001,-3.806809649,-2.345751013,-8.762201386,7.144989086,10.77001571,6.940080699,-9.163386597,2.221723771,-5.632737071,-9.758462038,-3.183308338,0.470261645,9.68087735,-3.665320933,-2.351576216,-5.689293177,-13.42331637,12.5506299,5.97044114,10.2142172,9.997910067,10.41472114,-3.539396782,-9.844779856,12.16517604,-14.94306293,-9.622627612,-9.141880712,-5.83426061,1.663777811,-0.730076985,6.741697717,0.960472066,-4.575050502,12.26410213,-5.095409629,-12.99051308,4.59905856,11.27025506,3.873413284,3.577637884,9.533685031,-10.97455687,2.918019016,-7.850573925,1.628457681,-8.35125457,7.957447074,14.61665562,-9.782862308,-5.239006433,-5.342241682,0.982233419,0.855491226,2.421771361,9.815001839,-6.157326236,-7.189830007,12.48051522,6.319864999,8.546263778,4.976996006,-7.372194552,12.79878217,10.74792186,-2.306471723,-3.770531117,6.482268628
0x0E719627,0x3BFA3B13,0x3544F47B,0x6D4BD03F,0x7B8FE850,0x267E7BDD,0x39A722BC,0x51412EE5,0x3BA4359E,0x504088B1,0x318D4922,0x20257872,0x719FD2A9,0x0FACCF3D,0x23B2D62D,0x27510171,0x08D8A14B,0x7F361F4F,0x50995B8E,0x1710020D,0x7335CBE3,0x527E9449,0x52527717,0x7D420E47,0x5168441B,0x70D709BF,0x35687D6A,0x0D8E62C3,0x2A96A2A6,0x17039E31,0x3A4273C7,0x16F23081,0x4C66B156,0x5377C066,0x57E444C5,0x73406595,0x36FCF21E,0x5564DA17,0x6503C14A,0x13B51F21,0x074200E9,0x2AFB4E32,0x4791BC0A,0x050D25B1,0x55DA7777,0x6377CE93,0x0550B4F9,0x2157C5B7,0x70A066AB,0x2104381C,0x399AB7D9,0x16A78F4E,0x21713282,0x19BE1148,0x5FCCFD5C,0x2741E34A,0x05566F5B,0x61E3BBAB,0x6F6FDFB5,0x0FD37260,0x70C5D3B2,0x769DF373,0x5CF3817B,0x1C947804,0x2B147EFF,0x1BC2A483,0x5B58B130,0x08E30B8E,0x697813C6,0x58F755BB,0x73444AD2,0x01E18C44,0x26B937E9,0x7156B61C,0x7697FC68,0x693E29EE,0x4A4E8628,0x3233D852,0x17E1BB52,0x28DB5BC0,0x27FDDC22,0x29A8ACA8,0x71D7A85F,0x589EF208,0x30A923E8,0x443A4DB7,0x59826DE9,0x5B6EB6D3,0x68A9B797,0x06A7B55E,0x7D1466B3,0x1AF77F9B,0x03D785FD,0x6DB325F7,0x310E70C9,0x6B9E4CF1,0x4C09B6F1,0x12656F9B,0x2D14BDBE,0x0F7E600D,0x0E4F804E,0x26227E54,0x541A0DC4,0x0BAC0D2D,0x60990327,0x06838A69,0x5E9850B9,0x1FD46D01,0x3A777492,0x58DE5958,0x6B0B41E6,0x6AA18B66,0x03EDCE98,0x036C05E4,0x09AFE4D4,0x27428FD7,0x675EE5E0,0x633D9D34,0x31EC0C2E,0x19478AB0,0x222F5FC5,0x13E871A4,0x6282DF6F,0x3331F3F4,0x2AFDDF3A,0x76C62C47,0x70EAF9E5,0x19EDD7D3
-9.434216835,-10.43327531,-10.71978,-10.0803072,6.836322584,14.16169048,-4.91471617,1.322983363,14.91295031,11.36817923,-4.767804651,-1.970740979,14.188939,-14.77012977,-6.939990843,-0.859903836,-10.7769468,-11.70296199,8.284513521,-0.633439615,-7.857114161,-12.6220239,-4.473947446,-2.107373875,5.858054089,11.99796909,4.162766739,2.702290518,12.30827977,9.485856098,1.965317948,14.61077316,-7.410067818,4.677931439,0.699129333,3.606894398,-7.721091082,-3.72966095,11.90827986,7.350142107,-13.32339987,2.166184379,-12.81963897,-14.63588592,5.870229579,9.176601258,-7.784023872,-3.949530558,-1.708582946,8.017677476,14.43411195,-11.05161837,-0.198084829,5.59926437,3.173396667,-7.637209069,3.555200746,9.005439503,-1.657878674,-1.605593807,-6.018837465,3.641623606,10.86953798,-12.50040974,-2.336099654,-5.774223431,-13.27917379,10.62369744,13.13857556,3.276984504,-1.461042639,7.912062742,-10.70635442,0.207020871,3.001606302,-7.758359541,11.54981372,12.85210751,6.258504999,-0.806120539,-9.8737064,9.038901957,-2.598415623,8.70275444,11.0030687,13.03619051,-0.222517945,2.661465867,4.985419284,-1.422476779,4.397400651,9.534635463,-7.196309848,-2.766904005,4.709661992,2.953028498,-5.688578571,0.563595654,-2.22134821,-0.964783928,3.668904451,-12.15064921,-14.14098883,9.606051407,-10.01217069,3.347237228,0.105042246,-12.27767647,-3.021100772,4.86198238,-1.325330505,12.0927088,-3.610889535,5.751588979,13.1039266,-11.75344773,3.053233079,10.35797934,-5.721290578,7.117165221,3.647681938,-9.532758545,3.98346053,-7.042572397,10.49049893,-0.683427598,-11.53938167,5.927572191
0x5A435CAA,0x5644537B,0x551EF1FE,0x57ADC3F3,0x1B5864F2,0x38A59230,0x6C5754A5,0x054ABC26,0x3BA6DC72,0x2D7903F9,0x6CEDC49F,0x781DF614,0x38C17939,0x44EB631A,0x643D730B,0x7C8F755F,0x54E4680F,0x51302ABC,0x21235783,0x7D775B9C,0x609250AB,0x4D830C2B,0x6E1AAD86,0x77920C96,0x176EA5BB,0x2FFDEB9B,0x10A6AC52,0x0ACF253E,0x313BADB0,0x25F18442,0x07DC7C4E,0x3A716E85,0x625C172F,0x12B633A8,0x02CBE88F,0x0E6D75B9,0x611D9A4D,0x7114D3C3,0x2FA2141D,0x1D668BA7,0x4AB4D6AA,0x08AA2C3C,0x4CB8B090,0x4574DA53,0x177B1D76,0x24B4D6F5,0x60DD28D9,0x7033AE43,0x792A693C,0x20121A0B,0x39BC87D7,0x53CB248F,0x7F352941,0x1665A58F,0x0CB18EE5,0x61737F78,0x0E38868B,0x240591EE,0x795E550E,0x7993DF38,0x67ECB5E0,0x0E9105C7,0x2B7A682A,0x4DFF9497,0x76A7D57E,0x68E731FA,0x4AE22045,0x2A7EAA8A,0x348DE6C0,0x0D1BA1D3,0x7A27E471,0x1FA5F3C6,0x552CB16E,0x00D3FD47,0x0C01A515,0x60F77099,0x2E33025D,0x33688EDE,0x1908B588,0x7CC68857,0x5881531C,0x2427D5EA,0x759B38F0,0x22CF9EDC,0x2C032471,0x34250F20,0x7F1C2442,0x0AA5574E,0x13F111C0,0x7A4F6240,0x1196F032,0x2623777A,0x6336FA8E,0x74EEB0B8,0x12D6B1A2,0x0BCFE6B3,0x693EE543,0x02411F38,0x771D56E6,0x7C240FAF,0x0EACF549,0x4F65BC37,0x476FA0A0,0x266C98BD,0x57F38987,0x0D639227,0x006B9031,0x4EE3A8C8,0x73EA6490,0x1372AB82,0x7AB2DC90,0x305EEF0E,0x718E72FA,0x1701A08A,0x346A6BBC,0x50FC7833,0x0C3682BB,0x296E9222,0x691D6601,0x1C77FA28,0x0E9739EF,0x59DE748C,0x0FEF1046,0x63D467E7,0x29F6455A,0x7D442B8F,0x51D7AC56,0x17B5D57C
-6.97659239,-12.03179905,-10.01269331,-9.765847299,6.580856135,10.42346611,-10.69271413,12.042377,-6.749536861,11.06336908,-8.741549357,12.67079811,-7.469340585,-12.89734525,14.90361957,-11.67961574,10.62526767,12.93143714,0.35609176,9.186453658,-6.259410818,1.973566152,10.1509589,-0.866275426,-6.411243466,-14.98855905,-3.384388291,-8.722650989,14.18585423,3.932496205,5.404517132,5.21900055,9.834061256,-12.41424641,3.051867093,-8.121013446,14.9187618,-10.36821033,-1.510416019,2.530803107,6.091293071,-9.186053508,1.218364509,-5.198108271,11.83816171,14.76304187,-4.180939853,-11.28818633,13.2642318,-0.233086922,-4.919598073,-7.40408093,4.955537232,0.288319906,-5.397746797,2.977187494,-9.728653517,-11.15978439,-4.435138316,10.85554044,-14.11133135,14.95497688,5.259787509,6.160671511,11.56956304,7.228543108,-13.29534368,-13.60747423,7.279828107,9.249143361,13.92299689,-8.944332517,-0.392376169,-3.067904949,-2.995429145,-2.365367783,-1.802909815,-3.371149512,11.33410375,-1.72943239,-2.757475219,14.90050679,7.387617101,-12.26340779,-14.97006275,1.618204909,-11.31882622,12.69710941,7.36095365,12.15985932,2.123904337,3.380268676,11.96885536,-6.818309255,6.889792835,-1.288261988,-11.50892172,-0.133504324,-2.93408045,4.851862354,4.363404361,5.94380302,4.601400151,-1.790541305,0.639379371,-8.17229032,-9.341146846,6.984744125,-1.917081019,-6.294663437,5.113654982,-13.23654552,2.807187943,-14.22201441,-3.280936604,-11.90217255,-0.555285401,5.516462754,0.714110859,-3.428414347,-12.49764121,-14.00183594,-9.945516818,-13.63134755,-6.647497139,4.26408367,2.368363428,-14.80763972
0x6417F82B,0x4FDF7012,0x57F30087,0x58EFC5BA,0x1A52CBF3,0x29B1A119,0x553AA926,0x302B64E0,0x65007969,0x2C40E3D2,0x5D08A74A,0x32AEE5B2,0x621F652F,0x4C691E54,0x3B9D4E72,0x514812D0,0x2A80462B,0x33B9CAA8,0x016CA351,0x24BEEDB5,0x66F65D03,0x07E4EE86,0x289A94F8,0x7C88EF19,0x665AE2FF,0x440BB72E,0x727662EB,0x5D1C0162,0x38BE5092,0x0FBAE049,0x159E39BD,0x14E041AE,0x27561427,0x4E57CFCB,0x0C351CA5,0x5F84150E,0x3BACCFE4,0x5686F3E0,0x79F55581,0x0A1F8AD9,0x185D7BEE,0x5B417B31,0x04DF9AF2,0x6B35231C,0x2F5A4710,0x3B0D5AD9,0x6F46B7B5,0x52D8E5AF,0x350E92C7,0x7F1151AA,0x6C5254E2,0x6262389C,0x13D2785A,0x01273D55,0x6A68B511,0x0BE8A3D6,0x5915DBDB,0x535C617C,0x6E426B1A,0x2B6C12CA,0x478DFF28,0x3BD1E575,0x150A05BC,0x18A48712,0x2E473B88,0x1CEA0734,0x4AD1916E,0x4991F247,0x1D1E8B42,0x24FF1F6F,0x37B12619,0x5C3900E6,0x7E6E34F2,0x73BA7721,0x7404AE39,0x7689DD08,0x78C9D203,0x7283F162,0x2D561F4A,0x79150FAD,0x74F8586B,0x3B9A1E73,0x1D8CEB7F,0x4EF2453B,0x441EA7DF,0x06790AB5,0x52B9859F,0x32C9D70C,0x1D719DD5,0x30A3B229,0x087EE0C7,0x0D856526,0x2FE01B9E,0x64BA0D24,0x1B8F25DA,0x7AD8D1DA,0x51F6DD3A,0x7F774AA5,0x7443806B,0x13684E9A,0x11742045,0x17C6744C,0x1267D570,0x78D67C58,0x028EB977,0x5F4F9321,0x5AA2AA67,0x1BF060C3,0x7854E8B7,0x66D243C0,0x147461F8,0x4B0DC703,0x0B3A8F79,0x471CA842,0x72E05228,0x50642CE2,0x7DC76344,0x1610DB9C,0x02DB3FE0,0x72494DC0,0x4E026A58,0x47FE1EB9,0x5837CA71,0x49798008,0x6568F683,0x110E6BF3,0x09793443,0x44C4FA18
8.405004793,-6.405373313,-3.488478391,10.04618832,8.940110481,8.299967491,2.690473321,-12.57935411,10.9883033,8.912733832,0.828456239,9.405307457,-14.15544296,9.05625328,9.718400896,5.545255315,8.772758399,-5.886553668,-12.99291439,-4.687577579,-5.172293148,-2.518441112,-8.924430827,10.83290274,0.756584629,9.509565044,-0.110002462,0.491862438,-1.488904195,10.47922264,2.895705321,10.33589946,-13.32853008,-13.3840755,8.400332448,7.632126432,9.147475455,-0.286127433,8.503948187,11.300954,-11.6773578,12.16352787,7.811778311,-5.341504476,-13.97556887,9.026623767,-10.59337306,3.402857098,12.57066041,0.693277879,12.36091913,2.654041873,10.39268216,-13.63156235,10.90708813,-10.54227932,8.829950227,-4.548879645,-7.284916081,6.287706188,-1.794059785,0.633044984,-7.863798695,0.215618788,0.192521682,-7.328016961,2.330823093,0.585077147,-13.92481272,-6.870705743,-11.72240852,5.079434421,11.69936296,9.39949975,7.588766164,-10.23403791,6.355629621,12.20285435,-7.677569845,11.64712018,-3.046424372,-11.68841965,-3.245916899,-13.11323348,-8.672608007,-14.85614709,-1.702658467,2.965811653,0.286574082,-1.01223509,14.81694483,8.235550649,9.360630199,10.47362351,-5.82122847,4.331372309,11.99133706,12.76746568,11.03279018,-5.414996299,10.82610433,0.537939219,-7.887610362,-14.17979401,0.493974701,-10.18383157,8.85989452,-14.33245018,-10.45446172,-10.61717943,9.424889541,-6.771658397,7.688902247,-1.409172604,9.005773292,11.43297117,10.27834448,-0.327925368,0.663293468,0.505739733,-2.236636607,9.526999382,-9.934524366,11.30422684,4.894593685,-12.98920771,6.567024404,-14.76416841
0x219EB993,0x6660E5D2,0x720BCC53,0x282F4BFD,0x23C2AC52,0x21332AAD,0x0AC30B70,0x4DAEBDCC,0x2BF405C7,0x23A6A3B2,0x035056D5,0x259F08EB,0x4760D390,0x24399A75,0x26DFA47C,0x162E5768,0x23174DFA,0x68742B47,0x4C074174,0x6D3FEBAA,0x6B4F9263,0x75ED1DC6,0x5C4D6202,0x2B54E474,0x0306BE1E,0x2609CB6B,0x7F8F5B84,0x01F7AAC9,0x7A0B5CB3,0x29EAB956,0x0B9533C6,0x2957F607,0x4AAF95D0,0x4A76B4EA,0x2199F0BF,0x1E874C26,0x249703CE,0x7EDB016A,0x22040AFE,0x2D342D49,0x514A62B8,0x30A773D9,0x1F3F42D0,0x6AA24CA7,0x4819047A,0x241B4342,0x55A062D0,0x0D9C8692,0x32485B34,0x02C5EAA2,0x317194C8,0x0A9DBD27,0x29921B45,0x497947B9,0x2BA0DBB5,0x55D4B4BB,0x2351DE78,0x6DCDF27F,0x62DC3EF6,0x19269C73,0x78D2E1FE,0x02883CF1,0x608B785B,0x00DCCB2B,0x00C52467,0x62B01C53,0x0952C349,0x02571E76,0x484CFDE5,0x648465B7,0x511C40F1,0x14515741,0x2ECC25CD,0x25991676,0x1E5AE584,0x5710585E,0x196C2A2B,0x30CFB90C,0x614A2B22,0x2E96A6AC,0x73D07622,0x513F0EEC,0x73042E5D,0x4B8C0C87,0x5D4F3FD9,0x44934E2E,0x79307A4D,0x0BDCFDBA,0x012573AD,0x7BF378A6,0x3B448D2F,0x20F13430,0x2571490A,0x29E4FD8F,0x68B70FE3,0x11535343,0x2FF72110,0x3311E285,0x2C2193BF,0x6A570B36,0x2B4DEE4B,0x0226D989,0x60731645,0x4747E415,0x01F9D481,0x5743C1A8,0x23708830,0x46AB922F,0x562EA197,0x5588021E,0x25B3163E,0x64E9D262,0x1EC16F97,0x7A5D01DC,0x2405E96F,0x2DBB5CCB,0x291D0655,0x7EB03456,0x02A73667,0x0205E0A2,0x770DAF23,0x261BA5B9,0x58430C0C,0x2D37873D,0x1394105D,0x4C0B0D23,0x1A44A20B,0x44F17DD7
