9.86075987,5.764120228,-12.86972426,-9.707605753,-1.261122935,3.22649858,-3.062532464,4.306152362,-4.41437532,-14.31640062,-8.281487952,1.54370337,2.733045675,2.515663098,13.0864461,7.953133993,-12.85734293,8.753061193,11.83330488,-8.447425741,14.66602391,-10.86535913,6.290123291,-6.000102329,14.4421001,-4.673711349,2.920249322,1.306851831,11.52567957,-10.27387112,-7.481579407,4.311835878,0.734060108,8.589027008,10.85156263,12.34995339,9.104925109,14.22632889,-11.35614921,-10.54608192,-10.07095789,14.95901425,0.574732785,-13.72278206,-6.16829467,-6.148708617,12.9688492,-14.73929508,9.287738273,2.709473479,-0.07394034,-4.431140863,5.847750886,13.48547103,6.687571609,-7.118171774,-0.116142637,7.400766325,6.618513474,-14.30887222,5.043793325,-0.26527391,6.741891085,5.383436662,-2.245747054,8.042568508,8.813111826,-9.002022391,8.769503155,-12.95161688,-4.415228744,1.623319119,13.78090987,1.138757084,-1.023264821,3.719383229,5.938291113,5.116621745,13.6277748,-6.943818445,-6.861489573,-8.069061009,-12.88703829,-2.6855534,2.905555274,-7.699092302,-11.66639525,11.58346189,-6.803653186,-4.894375318,11.78969782,2.982407219,-3.610598923,-3.416347522,7.508683825,-13.19532525,-9.770443998,-14.01706638,1.361110157,1.162733279,12.1506188,4.020023893,-2.899240011,-2.714079054,14.23509389,12.63906913,3.342263441,1.137488885,7.022983922,-1.180818639,7.997302455,-12.91393374,-1.867218794,-0.334508201,-6.575137925,7.094020011,10.67423138,-11.62579344,3.666818788,10.76847248,9.951123669,9.102547781,5.909211157,-11.6935481,13.87351259,3.681686256,14.88232901,12.10692511
-6.749094659,12.4909371,9.890354278,13.32372928,5.082749856,7.445398717,4.291969913,-7.736444283,12.07249992,-1.699613639,-3.025953991,13.34971258,1.815400163,-6.7109948,-10.17360895,-11.56976901,14.73868898,4.758914749,2.364813277,5.845071721,3.352926641,-8.7611527,-9.858580406,-14.20346319,-7.839516854,-0.962368579,2.18234348,0.743485041,7.434693919,-0.590247343,-2.611294444,-11.29344174,6.217898751,-14.01814347,7.948282123,6.059047977,-11.94629559,14.71681143,12.35521114,12.40134767,-1.829748527,-3.503519922,-3.197131626,6.076207741,-12.2472428,-10.04038237,14.0384574,7.972582989,-14.43180788,-14.88463124,-4.250738833,13.48163221,-3.376055539,-13.89893928,8.133641129,-12.57308471,9.646447405,-2.801282958,9.134743544,-7.78476539,-3.206015507,-13.95767261,-9.816722304,14.55508779,3.022758178,-9.83144139,-6.529150143,-11.96106749,-11.09340323,-5.261576862,-12.30406921,2.766055294,10.25516316,-10.89807257,12.7507992,-0.786063876,-3.525933892,13.30075816,12.83341299,4.300765976,7.362033789,-5.281312016,-14.63833613,3.847355567,-2.374501528,-14.04219918,-0.294803266,-1.115403467,-8.094084565,-0.159961158,-6.405040638,-8.270241079,10.37506623,9.031917176,-14.36934393,-2.056507946,-1.777360268,8.333429031,-13.14183809,-3.426362552,1.20515519,3.661191431,12.99268176,13.237226,-0.853147472,-13.88220308,-0.325027584,14.3141321,-7.623730624,0.778668074,-0.067299737,-0.341405961,10.39779049,-3.786859898,12.43025261,-11.43619456,-6.820268017,-8.976475644,-3.138219669,10.64374007,-6.292407232,7.511733904,4.336761813,2.184769452,13.93823719,-6.157560424,-11.95799364,-8.959589274
0x6500ED55,0x31F6B837,0x278FB908,0x354B7FB0,0x1454BC60,0x1DC81699,0x112AFA29,0x610DE18D,0x304A3D6B,0x7933987C,0x73E56C52,0x35661B0D,0x0742F842,0x6527F0FB,0x574E3975,0x51B88E79,0x3AF46AE2,0x130920F2,0x0975919C,0x17615A7B,0x0D696599,0x5CF49463,0x5890D04D,0x472FA759,0x60A455B2,0x7C2688DA,0x08BAB83F,0x02F95424,0x1DBD2067,0x7DA39634,0x758E08D5,0x52D38403,0x18DF20D9,0x47ED6BCD,0x1FCB0A78,0x183C7712,0x5036FE4B,0x3ADE03D0,0x316BBC78,0x319AFAE1,0x78AE5667,0x71FC6547,0x73362321,0x184E0966,0x4F02D2C9,0x57D6A602,0x38276160,0x1FE3ECCB,0x4645D428,0x4476233B,0x6EFF3E52,0x35ED30FE,0x727EEB4D,0x48677C76,0x2088D938,0x4DB52949,0x2695F64E,0x74CB7C7B,0x2489FA36,0x60DC6677,0x732D0A46,0x482B57E0,0x58BBAD26,0x3A3868EE,0x0C174DEB,0x58AC9AA1,0x65E22678,0x5027DDED,0x53A05AE8,0x6AF42532,0x4EC8A215,0x0B1070CC,0x2905497D,0x54685FAB,0x3300D181,0x7CDB1213,0x71E57196,0x3533F9F2,0x33556A37,0x1133FBFE,0x1D72B8FC,0x6ADFEFBF,0x45725804,0x0F63B12D,0x768082AC,0x47D4C9BD,0x7ED21F18,0x7B89D3AD,0x5F9FA84C,0x7F5C3325,0x66613D07,0x5EEB45ED,0x2980115C,0x2420AEE5,0x4685CAB5,0x77C622C8,0x78E3FBAC,0x21556E6B,0x4B6EC200,0x724B679E,0x04D21433,0x0EA50F5D,0x33F88191,0x34F2EB5F,0x7C966083,0x48789FC2,0x7EB32BF9,0x3941ABD8,0x61814CC3,0x031D5B29,0x7FBB15C8,0x7EA2667A,0x29975663,0x70DA4167,0x31B89423,0x52415637,0x64B80BAA,0x5C1816C5,0x7372768C,0x2A933098,0x66D49333,0x1E0C03F8,0x1158D816,0x08BD3434,0x37C0C13F,0x675EA87B,0x502B03B7,0x5C29616E
-6.638390249,13.03300117,2.51139853,7.796008321,13.51323031,12.04253786,-2.514198533,-14.51510895,-14.82243067,-6.534747594,-13.31545824,1.943183874,-7.951436807,-0.289362179,6.426532461,-9.162260556,12.0696459,11.04569025,14.64177586,-14.0751449,1.748848088,3.450294099,-7.490994496,-14.97187061,4.48214522,-4.969060725,-7.889833242,-5.348635983,9.194212274,-2.862774656,-13.33729224,-11.87421166,1.064033531,-1.443311768,8.539526956,-10.06110948,0.639133257,8.661393126,-4.03586855,-11.49599397,-10.1143611,12.50222209,-11.83456003,-12.43578133,-8.706324957,11.20254445,9.401327212,10.90282889,-4.39312254,11.6599501,5.506723278,1.86816758,-9.771771796,-9.565070043,14.11454299,13.72104253,-9.166634101,12.81194645,0.889157593,-13.59906128,-13.40485388,-0.212828184,7.740454629,-1.302914885,7.832760972,4.900953783,-8.020607785,-9.087689901,-12.69713939,-8.281317241,-11.37274196,-3.338837141,-8.614854529,4.149174576,-13.62353064,-14.42806504,14.56154885,-9.787008159,-11.06111777,8.225817197,-0.106128809,-3.750098258,-4.058538895,-1.213252103,5.576500435,11.62389896,11.96930908,13.84455971,2.040724808,-11.81684962,5.267736737,9.287331531,-12.17104859,12.88678064,6.410801343,7.844909716,1.060873065,-10.87414188,-4.079609178,14.84671131,1.890593165,-0.041821864,4.331599309,10.17865405,-4.912483887,12.59832134,9.942746873,0.814059265,1.946058039,3.385740042,-2.951064589,2.251161035,-8.024733615,-9.24417933,2.744075348,-13.95596486,-14.37155775,6.848775934,-6.859174263,-12.93793168,-2.183483652,-8.121193472,6.606953494,9.823492488,3.273901053,-2.521527291,-13.8095179,7.682755999
0x657249D4,0x3421CB0E,0x0A0BAC0E,0x1F2F1CCE,0x360D8C3F,0x302B8F0B,0x75F175F1,0x45F08748,0x44B5D4BC,0x65DC6B21,0x4ABCF885,0x07C5D1FE,0x6031BA8D,0x7ED7B171,0x19B4C4EC,0x5B59D85F,0x30475141,0x2C2EC96C,0x3A912DB0,0x47B30D38,0x06FED208,0x0DCD19E5,0x620938BE,0x441CCDF4,0x11EDB779,0x6C1FAE8C,0x6070CF8E,0x6A9AFF2C,0x24C6DF95,0x748C84CD,0x4AA69CDD,0x5080CEA9,0x04419201,0x7A3A0C7B,0x222879C1,0x57C16C85,0x028E78F2,0x22A5443D,0x6FDB4547,0x52041A28,0x578AE4ED,0x32024681,0x50A96919,0x4E41C28A,0x5D2CB927,0x2CCF67CF,0x259AF585,0x2B9C7F2D,0x6E6D7149,0x2EA3C9F5,0x1606E277,0x077900EC,0x58E9B4A8,0x59BD5E48,0x38754AC1,0x36E258F8,0x5B555DDF,0x333F6EE4,0x038E7F53,0x499A8FAE,0x4A616DFD,0x7F26105F,0x1EF639BC,0x7AC9D0AF,0x1F54BF4A,0x139A93A0,0x5FEAE5CB,0x5BA6349F,0x4D362118,0x5EDFEE60,0x52824FEF,0x72A507E1,0x5D8A6394,0x1098C138,0x49818130,0x4649A952,0x3A3F06A9,0x58DA1A89,0x53C16A58,0x20E73C9F,0x7F9352F9,0x70FFE63F,0x6FC40E62,0x7B25A13E,0x164E5621,0x2E7EDF5E,0x2FE0928F,0x3760D442,0x0829B3C3,0x50BB8BC6,0x15122994,0x25263A3C,0x4F50D8A4,0x338C1039,0x19A4A91B,0x1F613003,0x043E5582,0x5480E0F4,0x6FAE7AEF,0x3B63084A,0x078FF7A7,0x7FD52CA7,0x11538EC4,0x28B6F116,0x6C599DD3,0x3264AE59,0x27C55F6F,0x034198C0,0x07C8C370,0x0D8AFF70,0x74321C20,0x0901305B,0x5FE6AC3C,0x5B05F5DB,0x0AF9EEE3,0x482D178D,0x4683865E,0x1B652584,0x649034A0,0x4C3F8ED7,0x77441CDD,0x5F83E5DC,0x1A6D8537,0x274B419D,0x0D187984,0x75E9F4C0,0x48C30DBE,0x1EBB2463
10.87797836,1.794933297,13.87826373,2.336236971,2.278237917,-13.49301941,8.791315466,-1.08462492,11.30932076,1.053528602,9.430497417,-8.297540517,0.291329687,-11.65425756,-10.87771476,-11.77619245,-8.03049507,10.82925214,-9.591652115,7.840916487,11.0209741,9.749446533,-1.398368939,-0.732793223,12.58989558,10.35037787,7.020953733,2.399656487,-14.39172527,-8.035379476,14.7482238,2.824980052,-11.57443159,-12.5182879,-5.790693351,5.697002723,14.4547922,7.163633486,-6.189777935,-9.507770597,-10.01541138,-0.701765137,12.4684958,-11.83757805,-5.115124652,14.36576645,1.211948458,12.73729035,-4.244220895,-13.80610689,-12.58977165,9.538922276,-13.55485915,-1.807206556,-14.64174839,-7.248909169,-2.934829428,-0.527712117,-5.906626145,13.35557861,-14.21018456,-12.74798951,11.8214522,-10.35783698,11.06619835,-4.450395296,-14.93628204,6.888211422,-5.708018292,-12.15514525,-7.739781275,-9.677820593,-8.05096929,9.094591839,-2.303131248,0.238396056,7.001478621,7.214822658,5.166957262,14.24609882,0.488783261,13.85113049,11.27135805,13.32859792,-10.4243678,9.755491349,12.14199664,-9.403898827,4.739253177,4.03030848,-1.959728926,4.111515945,6.577471775,14.70676411,1.899886673,5.426335809,-5.916928689,-12.04308408,7.88007147,6.326484564,8.190052133,-13.60105951,-0.263591643,3.010799707,-5.35435408,-7.662743136,-8.342849287,-3.557597316,10.3239458,-9.750646942,-1.585812686,5.63902094,7.352061825,-7.364517749,11.41321397,-2.744960161,-10.71173159,7.396728247,2.411319894,-1.097754093,9.155371205,7.573375303,-12.51254505,6.363883134,-1.009724178,-2.500625322,14.93666397,8.529324111
0x2B830CC2,0x072E02FE,0x37835791,0x09584E81,0x091CEA66,0x4A0725EC,0x232A4E9A,0x7BA95816,0x2D3CBE94,0x0436D033,0x25B8D450,0x5ECF518A,0x012A5254,0x51620A4F,0x547D3858,0x50E52DCF,0x5FE0C5E7,0x2B512779,0x59A225F3,0x1F5D1936,0x2C157A3B,0x26FF6EE9,0x7A6811FA,0x7D119EA8,0x325C0D96,0x2966C974,0x1C1574E5,0x09993F8C,0x466EDF93,0x5FDBC57C,0x3AFE2E61,0x0B4CC792,0x51B3C835,0x4DED45F0,0x68D6547C,0x16C9BB14,0x39D1B50B,0x1CA78F89,0x673DAADB,0x59F80AFD,0x57F03801,0x7D31647B,0x31DFBD5C,0x50A651F1,0x6B8A1CC4,0x39768B7A,0x04D90904,0x32F2FC3E,0x6F05EAF6,0x48C68BEB,0x4DA412E7,0x2627DB3D,0x49C7D301,0x78C56BA6,0x456ED983,0x63011DF5,0x7442BC14,0x7DE39F70,0x685F9D66,0x356C1CCC,0x4728C561,0x4D020F0A,0x2F492AC4,0x5691932F,0x2C43C980,0x6E32CB94,0x44413F49,0x1B8D874B,0x692AFD41,0x4F61219B,0x610A76C8,0x5949E967,0x5FCBCEB5,0x2460DCAE,0x76C997F7,0x00F41E18,0x1C01839C,0x1CDBFA78,0x14AAF6D8,0x38FC0154,0x01F48399,0x37678EC0,0x2D15DEE2,0x35507BF9,0x564D7288,0x27059F86,0x30916791,0x5A626859,0x12F4FEC8,0x101F092F,0x78293CD3,0x1072313C,0x1A4F54C2,0x3AD3B9F8,0x07997BE4,0x15B4915F,0x685510A6,0x4FD3E1C5,0x1F853174,0x194E51F8,0x20C29D06,0x499883DB,0x7EF21509,0x0C0B0F14,0x6A952435,0x615959DE,0x5EA0EC1E,0x71C50536,0x294BB872,0x58FF5669,0x79A820B9,0x168E5B81,0x1D6882E5,0x628ABBDC,0x2DA7218F,0x7505292A,0x55272FD6,0x1D963FED,0x09A5310A,0x7B9BE65A,0x249F19A1,0x1E4B22E5,0x4DF32764,0x19749DC7,0x7BF60ADE,0x75FF5C14,0x3BBF24D6,0x221E0723
11.53295339,10.09122646,-11.36325394,3.349176679,13.36940227,-1.185999392,-0.948460401,-14.41260378,-4.281922817,-11.61429766,-6.585994946,-8.063632512,-14.35057316,5.315801513,6.366018602,7.712741864,-9.992361776,-1.144952248,5.733680815,1.684565633,-8.278306496,0.712220568,3.112419418,-6.487651551,-2.228968156,-6.866603866,-2.907707724,-3.091404525,-10.23771935,5.192699807,9.269564824,-11.69298175,-11.94211194,-2.528732223,-4.489815899,11.62159772,14.43966186,2.618677945,12.45938579,10.02558775,-3.179924432,8.235962149,9.862972566,9.519958119,14.12496147,-4.107262934,3.331953765,-10.56604406,14.63527684,-6.940462113,-1.919365051,14.14509997,-3.533878854,0.023710169,1.48419917,-2.541000223,8.943985159,3.625996877,-8.476677986,-9.129921324,5.539677796,14.85606067,-0.711184719,10.13115726,-10.84741381,-14.83634161,7.296113732,14.55104368,-5.016427501,-7.646156461,-3.315110163,-6.005576427,4.817727456,11.88223205,-2.561214738,-13.57506621,4.486638772,-12.74923724,-5.570844175,13.09442427,-11.01929026,2.277737312,9.479838892,-14.93715529,9.704190805,-0.672974318,-9.307219708,11.70062974,-6.522358021,-1.704793679,13.80435656,-6.03630839,6.899279496,12.04336093,12.09813844,12.22492905,14.79439859,5.99238403,10.35281365,0.232701664,-12.64536576,-14.42614291,13.12414063,1.017107211,2.38797159,5.290469685,8.899453037,9.751317244,11.47198218,-3.104006419,3.041278817,-7.940864063,14.01113015,-10.18297772,-13.8415671,7.48598818,10.26528563,-12.99773951,4.810485552,11.85455392,-5.223612106,-4.032325829,14.10160707,-4.211135802,2.237031592,-5.399289709,-9.732065742,9.832290752
0x2E21BE88,0x285D6A78,0x528C0729,0x0D658E92,0x357A4496,0x7B418961,0x7C34C6CC,0x46597E66,0x6EDF4FA1,0x518AF58F,0x65A7F0F1,0x5FBED71F,0x4699035A,0x15436178,0x1976CD94,0x1ED9D900,0x5807D251,0x7B6B91A4,0x16EF4A06,0x06BCFEC5,0x5EE303A0,0x02D95059,0x0C731E13,0x660CA513,0x77158960,0x64889900,0x745E81DE,0x73A266DB,0x570C934D,0x14C55319,0x251408CD,0x513A62FF,0x503B4703,0x75E29406,0x6E0A6DB4,0x2E7C841C,0x39C236B7,0x0A7986B6,0x31D6693A,0x281A33AC,0x7347C1E4,0x20F1A00F,0x2773AF14,0x26146FE6,0x387FF5E6,0x6F9229AB,0x0D53EBB0,0x55BC5EF3,0x3A8A8603,0x643CF780,0x785291F8,0x38949516,0x71DD4EDD,0x0018477A,0x05EFD1E8,0x75D6040A,0x23C6A40B,0x0E810553,0x5E17E1BA,0x5B7AF5E8,0x1628A14B,0x3B6C9B2B,0x7D27BF32,0x28864E16,0x549C3F8F,0x44A79611,0x1D2F3870,0x3A3444CB,0x6BEF2DA2,0x616A55F6,0x72BD53C3,0x67FA4A2D,0x13455A58,0x2F8767D6,0x75C150ED,0x49B321D8,0x11F2516F,0x4D00C7F4,0x69B774A0,0x3460B0C1,0x53EC3F2D,0x091C672B,0x25EB5AE2,0x44405A5E,0x26D11764,0x7D4EDFD3,0x5AC56833,0x2ECD71E2,0x65E91AFB,0x792E4A91,0x3737A93F,0x67DAD1FA,0x1B98DCB9,0x302C66CE,0x30647E67,0x30E653CC,0x3B2D76D3,0x17F83384,0x296947FB,0x00EE4958,0x4D6B253E,0x464BA132,0x347F1EB8,0x0411848D,0x098D486C,0x152970E2,0x23990A37,0x2701594E,0x2DE34F4B,0x73957F58,0x0C2A44FE,0x603C8E22,0x380B65B3,0x5744A17E,0x48A23C3C,0x1DF1A6E2,0x290FA709,0x4C025093,0x133DEFEC,0x2F6B102F,0x6B1B056E,0x6FDEE5FB,0x38680BAF,0x6F27CC05,0x08F2B868,0x6A67209A,0x59125D5C,0x27544406
3.221364712,-8.248499181,-7.22782797,-4.419953624,11.22988074,12.19859138,-1.568318688,-4.955727951,14.49918583,-13.15866009,-1.837755943,14.08764955,-6.38178867,-6.417815049,7.337047073,-2.855005782,7.263293068,7.722868685,12.56272023,7.868965757,9.76335881,-12.71200718,0.021101548,-13.34231703,10.45031492,-6.146530262,-0.006842027,12.03963397,12.79173743,-11.52547868,-5.404202227,-11.0100745,-10.19799297,4.559372301,-0.323342576,3.245276085,10.54381607,-10.54102438,-5.332058118,-5.700102941,0.564842403,7.372106065,-13.02367569,-4.766395086,-9.088972236,-3.51699362,-4.445007278,-8.096246265,-12.85233705,11.28283323,-13.34040886,-6.228693527,0.471702468,-10.64406367,5.579901511,-7.284338727,-1.081085494,-8.723717484,-11.68974379,-4.655910479,0.147508097,14.3272681,-12.528634,-5.378577817,-5.691824847,-11.19230621,13.79002202,9.370562951,-11.88199812,-8.173691209,-7.355149037,-3.520112272,10.35168275,14.48276948,-14.55163368,-10.98122526,1.387965609,-13.30791293,-14.9822215,-13.19444162,-11.35473793,9.152072923,14.3144221,1.134470199,-13.84017813,0.059280865,-13.92505655,-12.44997756,-0.234845591,1.236882676,-0.038636396,-4.750653354,-9.614545067,-2.932049605,-3.238261373,1.309325069,10.3283828,-13.26496696,14.33372244,8.710002113,11.16536092,-13.55415596,-13.42810273,4.387907836,10.62815132,1.079992871,-7.454471617,5.75181282,3.469645575,-3.056511265,11.05376253,-7.762330984,12.69641467,-14.09300044,-0.731937585,9.514106343,1.052308571,-6.884380887,13.95693854,1.699432961,6.906589923,12.46459966,3.396317213,3.744307374,5.610341417,13.0178014,10.95790752,14.84170989
0x0CE2AD6E,0x5F01896F,0x6316B444,0x6E51F7AE,0x2CEB65DB,0x30CB5B89,0x79BA0AAB,0x6C2D55A7,0x39FF2A92,0x4B5D8836,0x78A6234F,0x3859C0CD,0x66790C65,0x6654284B,0x1D5922DE,0x7494795E,0x1D0D9CB2,0x1EE437B0,0x324039BB,0x1F79D228,0x270DADEE,0x4D26E797,0x00159BA4,0x4AA177A5,0x29CD1F5A,0x6769F3F9,0x7FF8FE68,0x302895CE,0x332ABD37,0x51E5E8EB,0x6A6218D0,0x53F5AF08,0x57354155,0x123CCC17,0x7EB4E5B0,0x0CFB29A7,0x2A2CDE1E,0x55D5FDB5,0x6AABF8F5,0x69331837,0x0242660C,0x1D7D095F,0x4BE7C190,0x6CEF3621,0x5BA4E477,0x71EE993A,0x6E385004,0x5F9D719F,0x4C9734F6,0x2D219F08,0x4AA36BDD,0x6715D15E,0x01E305F8,0x556C7A93,0x1651D1B3,0x62DCD650,0x7BACF7ED,0x5D1AE9CE,0x513DB3CE,0x6D605901,0x00970C5C,0x394F1F5E,0x4DE2ADC5,0x6A7C5619,0x693B9245,0x533B1415,0x3728FB88,0x257B74DA,0x5078D57D,0x5F4E23E5,0x629453D0,0x71EB67B1,0x29681F85,0x39EE5B1F,0x45CB208B,0x541339B0,0x058D46DB,0x4AC4B279,0x44123487,0x4B38E44C,0x5294BF95,0x249BB901,0x3941F7DD,0x0489B28E,0x48A3A858,0x003CB41F,0x484CBDFA,0x4E333915,0x7F0F84A4,0x04F2915F,0x7FD86FB4,0x6CFF54BB,0x598AB4B3,0x744594CA,0x730C0536,0x053CBFB5,0x29504394,0x4AF0AC80,0x3955BB55,0x22D70ACB,0x2CA9545F,0x49C88B58,0x4A499F71,0x118D37B6,0x2A833A19,0x0451E9A6,0x622E9EFF,0x1701DB38,0x0DE0EAC5,0x73C621EA,0x2C370D85,0x60F35F82,0x32C920ED,0x47A0C47F,0x7D127EF5,0x260E71E4,0x04359060,0x647664DC,0x37D3E7B2,0x06CC3827,0x1BA0591B,0x31DBC003,0x0D95D42D,0x0EFA2BB6,0x1670FD57,0x34123A87,0x2BD4E5B5,0x3B5DE932
2.404567805,4.731958249,9.134507795,-9.08281496,5.927171194,3.073674848,-2.790914549,8.848827753,-4.847480836,-9.796885883,6.521861822,-5.968610432,9.238029578,-8.743810357,-12.4850905,14.73430346,6.819039505,0.469218524,7.77047059,14.23362596,14.0658479,6.890262025,1.435044038,-8.926542988,-12.99947591,-12.72406009,4.146357998,-7.877343723,-3.390336311,-4.763452105,-3.398913904,11.42500587,5.532163833,-13.18334302,-6.274812313,-9.580508317,6.293211986,-13.02937036,-12.65753282,-14.46620108,-13.45977866,13.93254555,-8.606733118,-7.1739089,-2.703488992,13.56369111,-8.135740388,3.179693889,0.991226942,11.47325462,-3.372671045,7.960392707,2.241930369,12.86838202,1.285002116,-5.179876171,-3.810876642,3.031533441,-2.036287523,12.62107376,6.855865221,13.19699077,-6.743030212,13.04186439,-4.303134704,-4.410561103,-1.150647438,-3.729017271,-5.292344797,-3.036432755,-4.195201988,0.747078029,4.081527769,13.53037374,-14.26080577,-14.77386564,12.45061568,9.731515209,12.33363516,-12.29391314,10.16337369,3.796063349,7.164448101,-14.6157461,-2.459742505,-11.13799814,-11.64436986,-12.17429635,2.947962203,2.194654907,1.87005902,-1.822964943,-4.981144547,2.333765687,14.33786353,13.14876484,1.162435092,-7.216424248,-11.1140417,-2.014271556,-7.523920493,13.48520636,1.280709639,0.763207866,13.83870586,4.356044302,-12.3657979,-3.584858992,1.824706348,-11.56928662,8.172293189,14.63852002,-3.819305828,-10.92636103,-11.14570941,2.428322512,-8.110309334,14.18646997,9.12052371,12.1253882,12.32393081,-9.922336705,11.61563378,2.415644582,12.41696563,9.950603467,8.602140749,6.736442865
0x099E4705,0x12ED8676,0x2489BC69,0x5BAB328F,0x17B56C5D,0x0C4B716B,0x74D61A80,0x2365331A,0x6C9C2DFC,0x58CFFD26,0x1A1662F2,0x68202497,0x24F3BE06,0x5D065694,0x4E0F4470,0x3AEFED3E,0x1B46B24A,0x01E07AD2,0x1F14F63E,0x38EF3BA4,0x38436DA1,0x1B8FA0D9,0x05BD7C2F,0x5C4B3851,0x4C008964,0x4D1A8FFE,0x1095DEDE,0x607D999C,0x72704BAE,0x6CF2399D,0x7267831E,0x2DB334BC,0x1620EF8E,0x4B4441BB,0x66E6979A,0x59AD8F3B,0x192C3FC3,0x4BE1ECBD,0x4D5EAFB8,0x46229C2F,0x4A292FC9,0x37BAED38,0x5D92B48E,0x634DEAD4,0x752FA095,0x3641383D,0x5F750079,0x0CB801AC,0x03F70432,0x2DE49CDC,0x72826286,0x1FD7712F,0x08F7BC98,0x33793922,0x0523D798,0x6B47CE8B,0x70C1A98E,0x0C204A4D,0x77DAD772,0x327BFAC2,0x1B6C67EE,0x34C9B7F3,0x65072317,0x342ADE7F,0x6EC9970F,0x6E5B95DF,0x7B65BCAE,0x71157C80,0x6AD4A391,0x73DAB160,0x6F381CF9,0x02FD0205,0x10537C03,0x361F1A4B,0x46F4EF56,0x44E78FC5,0x31CD6E32,0x26ED1252,0x3155A474,0x4ED30870,0x28A74B6E,0x0F2F2B3B,0x1CA86515,0x458979DB,0x76293943,0x5372B09E,0x516C2A50,0x4F4D8542,0x0BCAB69A,0x08C7539D,0x077AF0C0,0x78B548AE,0x6C134ED9,0x0955C6AC,0x3959F8E5,0x349855CF,0x04A65562,0x632261AF,0x538B38A8,0x77F162CD,0x61E78163,0x35F0D9EF,0x051F7258,0x030D865C,0x375AD5B5,0x116C96E0,0x4E896C47,0x71A91ABA,0x074C7FD2,0x51B90CEE,0x20B06DA0,0x3A8DD831,0x70B907E5,0x544B6804,0x536ACB27,0x09B69A2D,0x5F8F0B12,0x38BEF1FB,0x247B6A91,0x308065C3,0x314BB484,0x584F86F8,0x2E7668B3,0x09A99EBB,0x31AAF909,0x27CD6AFE,0x22689795,0x1AF21E14
12.99517819,-7.411777224,8.436893816,13.406651,-11.27845162,-13.48264795,-0.409665961,-14.09076066,-5.925180163,-10.42451224,-7.19990815,6.77180054,4.298379001,13.6770655,-9.382769122,0.682991545,-4.560581228,-7.625881195,12.96031557,-14.13887287,3.143639775,9.12285829,-1.403570548,-1.743451914,12.64965498,-12.94804664,-10.90793761,3.216601941,4.441427471,14.71911559,-4.095189932,6.163598928,-9.34216674,-7.12095123,0.255443641,12.98450129,8.846496874,-10.54109248,-4.32066981,-4.88560876,-14.94792094,-11.79734573,-0.390357609,-5.606300009,12.70601379,-5.424875797,2.565401801,0.871117051,3.562633649,5.942409447,-12.24956087,-5.760179885,10.25635242,-11.84957324,3.975056581,10.3070355,-7.909557508,12.95685175,5.694445656,6.180637814,9.433239383,-14.73632089,-1.550463062,-4.056292009,-12.52384237,10.17086443,-10.39182573,13.36859984,10.58301566,-11.45046972,-2.90490129,2.585276794,-6.138964013,-11.48218451,3.442828319,-6.408459335,0.069541693,4.004450684,14.16174773,-7.48810013,5.052895699,-7.612956085,1.918426559,1.989223611,-13.04626804,6.211190664,5.580502515,-4.507472259,4.329070276,2.741886857,-4.120202779,8.143479755,6.440869256,11.20728568,-10.05836509,-2.362755237,11.68531134,1.615549756,-7.543268856,3.762165726,10.72009277,-10.60993945,7.259553413,14.33214144,-12.15732022,10.20414368,-12.31838561,-8.310873609,-11.50639221,7.602514396,-4.117490537,0.033106971,9.958568717,-13.05772781,-8.098751606,-6.24909005,-4.458136356,-14.05892217,12.17235342,14.95170057,-11.62043281,14.71083284,-0.522989231,-14.89269983,9.35542515,13.54936957,-5.074013679,10.68602695
